ea,name,name_origin,source_kind,original_symbol,demangled_symbol,translated_alias,segment,size,xrefs_to,flags,is_thunk,is_library,is_default_sub
1432416,sub_15DB60,ida_default_sub,,,,,.text,48,1,5120,False,False,True
1432464,sub_15DB90,ida_default_sub,,,,,.text,36,1,5120,False,False,True
1432500,TColorVar_writeFloat_double,elf_symbol,function,_ZN9TColorVar10writeFloatEd,TColorVar::writeFloat(double),TColorVar_writeFloat_double,.text,148,5,5120,False,False,False
1432656,TColorVar_writeString_TString_const,elf_symbol,function,_ZN9TColorVar11writeStringERK7TString,TColorVar::writeString(TString const&),TColorVar_writeString_TString_const,.text,112,2,5120,False,False,False
1432768,TGaniObject_receiveEvent_TString_const_script_event_TGraalVar,elf_symbol,function,_ZN11TGaniObject12receiveEventERK7TString12script_eventP9TGraalVar,"TGaniObject::receiveEvent(TString const&,script_event,TGraalVar *)",TGaniObject_receiveEvent_TString_const_script_event_TGraalVar,.text,352,7,5120,False,False,False
1433120,TGaniObject_getImageForSprite_TGraalAniSprite_bool,elf_symbol,function,_ZN11TGaniObject17getImageForSpriteEP15TGraalAniSpriteb,"TGaniObject::getImageForSprite(TGraalAniSprite *,bool)",TGaniObject_getImageForSprite_TGraalAniSprite_bool,.text,544,7,5120,False,False,False
1433664,TGaniObject_getVisibleRectangle_void,elf_symbol,function,_ZN11TGaniObject19getVisibleRectangleEv,TGaniObject::getVisibleRectangle(void),TGaniObject_getVisibleRectangle_void,.text,256,5,5120,False,False,False
1433936,TGaniObject_getDrawPosition_TPlayer_TFloatPoint_const,elf_symbol,function,_ZN11TGaniObject15getDrawPositionEP7TPlayerRK11TFloatPoint,"TGaniObject::getDrawPosition(TPlayer *,TFloatPoint const&)",TGaniObject_getDrawPosition_TPlayer_TFloatPoint_const,.text,208,7,5120,False,False,False
1434144,TGaniObject_setBody_TString_const,elf_symbol,function,_ZN11TGaniObject7setBodyERK7TString,TGaniObject::setBody(TString const&),TGaniObject_setBody_TString_const,.text,212,9,5120,False,False,False
1434356,TGaniObject_setLevelVisible_bool,elf_symbol,function,_ZN11TGaniObject15setLevelVisibleEb,TGaniObject::setLevelVisible(bool),TGaniObject_setLevelVisible_bool,.text,80,8,5120,False,False,False
1434436,sub_15E344,ida_default_sub,,,,,.text,52,2,5120,False,False,True
1434488,TGaniObject_setlocalx_double_bool,elf_symbol,function,_ZN11TGaniObject9setlocalxEdb,"TGaniObject::setlocalx(double,bool)",TGaniObject_setlocalx_double_bool,.text,36,6,5120,False,False,False
1434524,TGaniObject_setlocaly_double_bool,elf_symbol,function,_ZN11TGaniObject9setlocalyEdb,"TGaniObject::setlocaly(double,bool)",TGaniObject_setlocaly_double_bool,.text,36,6,5120,False,False,False
1434560,TGaniParamProperties_TGaniParamProperties_void,elf_symbol,function,_ZN20TGaniParamPropertiesC2Ev,TGaniParamProperties::TGaniParamProperties(void),TGaniParamProperties_TGaniParamProperties_void,.text,144,5,5120,False,False,False
1434704,TGaniParam_TGaniParam_TGaniObject_int_bool,elf_symbol,function,_ZN10TGaniParamC2EP11TGaniObjectib,"TGaniParam::TGaniParam(TGaniObject *,int,bool)",TGaniParam_TGaniParam_TGaniObject_int_bool,.text,188,5,5120,False,False,False
1434892,TGaniParam_setLevelVisible_bool,elf_symbol,function,_ZN10TGaniParam15setLevelVisibleEb,TGaniParam::setLevelVisible(bool),TGaniParam_setLevelVisible_bool,.text,64,4,5120,False,False,False
1434956,TGaniObject_loadImages_void,elf_symbol,function,_ZN11TGaniObject10loadImagesEv,TGaniObject::loadImages(void),TGaniObject_loadImages_void,.text,400,7,5120,False,False,False
1435356,TGaniObjectProperties_TGaniObjectProperties_void,elf_symbol,function,_ZN21TGaniObjectPropertiesC1Ev,TGaniObjectProperties::TGaniObjectProperties(void),TGaniObjectProperties_TGaniObjectProperties_void,.text,176,5,5120,False,False,False
1435532,TColorVar_TColorVar_TGaniObject_int,elf_symbol,function,_ZN9TColorVarC2EP11TGaniObjecti,"TColorVar::TColorVar(TGaniObject *,int)",TColorVar_TColorVar_TGaniObject_int,.text,132,5,5120,False,False,False
1435664,TGaniObject_TGaniObject_TServerLevel,elf_symbol,function,_ZN11TGaniObjectC2EP12TServerLevel,TGaniObject::TGaniObject(TServerLevel *),TGaniObject_TGaniObject_TServerLevel,.text,1356,8,5120,False,False,False
1437020,TGaniObject_destroyShowImg_int_bool,elf_symbol,function,_ZN11TGaniObject14destroyShowImgEib,"TGaniObject::destroyShowImg(int,bool)",TGaniObject_destroyShowImg_int_bool,.text,408,4,5120,False,False,False
1437428,TGaniObject_clearShowImgs_void,elf_symbol,function,_ZN11TGaniObject13clearShowImgsEv,TGaniObject::clearShowImgs(void),TGaniObject_clearShowImgs_void,.text,116,4,5120,False,False,False
1437544,TGaniObject_destroyImages_void,elf_symbol,function,_ZN11TGaniObject13destroyImagesEv,TGaniObject::destroyImages(void),TGaniObject_destroyImages_void,.text,504,7,5120,False,False,False
1438048,TGaniObject_updateLookupTree_void,elf_symbol,function,_ZN11TGaniObject16updateLookupTreeEv,TGaniObject::updateLookupTree(void),TGaniObject_updateLookupTree_void,.text,1796,4,5120,False,False,False
1439856,TGaniObject_getColor_int,elf_symbol,function,_ZNK11TGaniObject8getColorEi,TGaniObject::getColor(int),TGaniObject_getColor_int,.text,104,4,5120,False,False,False
1439968,TGaniObject_getColorValue_int,elf_symbol,function,_ZNK11TGaniObject13getColorValueEi,TGaniObject::getColorValue(int),TGaniObject_getColorValue_int,.text,820,4,5120,False,False,False
1440800,TGaniObject_setColor_int_int,elf_symbol,function,_ZN11TGaniObject8setColorEii,"TGaniObject::setColor(int,int)",TGaniObject_setColor_int_int,.text,88,4,5120,False,False,False
1440888,TGaniObject_getBodyPanel_void,elf_symbol,function,_ZN11TGaniObject12getBodyPanelEv,TGaniObject::getBodyPanel(void),TGaniObject_getBodyPanel_void,.text,88,4,5120,False,False,False
1440976,TGaniObject_getGaniOldSprite_void,elf_symbol,function,_ZN11TGaniObject16getGaniOldSpriteEv,TGaniObject::getGaniOldSprite(void),TGaniObject_getGaniOldSprite_void,.text,376,4,5120,False,False,False
1441352,jump_TGaniObject_getGaniOldSprite_void,elf_symbol,jump_thunk,j_._ZN11TGaniObject16getGaniOldSpriteEv,TGaniObject::getGaniOldSprite(void),jump_TGaniObject_getGaniOldSprite_void,.text,4,1,5312,True,False,False
1441356,TGaniObject_checkPush2DMatrix_TPlayer,elf_symbol,function,_ZN11TGaniObject17checkPush2DMatrixEP7TPlayer,TGaniObject::checkPush2DMatrix(TPlayer *),TGaniObject_checkPush2DMatrix_TPlayer,.text,128,4,5120,False,False,False
1441484,TGaniObject_checkPushColorMatrix_TPlayer,elf_symbol,function,_ZN11TGaniObject20checkPushColorMatrixEP7TPlayer,TGaniObject::checkPushColorMatrix(TPlayer *),TGaniObject_checkPushColorMatrix_TPlayer,.text,152,4,5120,False,False,False
1441636,TGaniObject_addDrawObjects_TPlayer,elf_symbol,function,_ZN11TGaniObject14addDrawObjectsEP7TPlayer,TGaniObject::addDrawObjects(TPlayer *),TGaniObject_addDrawObjects_TPlayer,.text,756,6,5120,False,False,False
1442400,TGaniObject_setGaniParamOrAttr_bool_bool_int_TString_const,elf_symbol,function,_ZN11TGaniObject18setGaniParamOrAttrEbbiRK7TString,"TGaniObject::setGaniParamOrAttr(bool,bool,int,TString const&)",TGaniObject_setGaniParamOrAttr_bool_bool_int_TString_const,.text,228,4,5120,False,False,False
1442628,TGaniObject_getGaniParamOrAttr_bool_int,elf_symbol,function,_ZN11TGaniObject18getGaniParamOrAttrEbi,"TGaniObject::getGaniParamOrAttr(bool,int)",TGaniObject_getGaniParamOrAttr_bool_int,.text,168,4,5120,False,False,False
1442796,TGaniObject_syncShowImgs_void,elf_symbol,function,_ZN11TGaniObject12syncShowImgsEv,TGaniObject::syncShowImgs(void),TGaniObject_syncShowImgs_void,.text,172,4,5120,False,False,False
1442968,TGaniObject_getFullGaniName_void,elf_symbol,function,_ZN11TGaniObject15getFullGaniNameEv,TGaniObject::getFullGaniName(void),TGaniObject_getFullGaniName_void,.text,156,4,5120,False,False,False
1443124,TGaniObject_startAnimation_TString_const_TString_const_bool,elf_symbol,function,_ZN11TGaniObject14startAnimationERK7TStringS2_b,"TGaniObject::startAnimation(TString const&,TString const&,bool)",TGaniObject_startAnimation_TString_const_TString_const_bool,.text,2832,4,5120,False,False,False
1445956,TGaniObject_startAnimation_TString_const,elf_symbol,function,_ZN11TGaniObject14startAnimationERK7TString,TGaniObject::startAnimation(TString const&),TGaniObject_startAnimation_TString_const,.text,48,4,5120,False,False,False
1446004,TGaniObject_setGaniOldSprite_int,elf_symbol,function,_ZN11TGaniObject16setGaniOldSpriteEi,TGaniObject::setGaniOldSprite(int),TGaniObject_setGaniOldSprite_int,.text,160,4,5120,False,False,False
1446164,jump_TGaniObject_setGaniOldSprite_int,elf_symbol,jump_thunk,j_._ZN11TGaniObject16setGaniOldSpriteEi,TGaniObject::setGaniOldSprite(int),jump_TGaniObject_setGaniOldSprite_int,.text,4,1,5312,True,False,False
1446168,TGaniObject_startAnimation_TString_const_TString_const,elf_symbol,function,_ZN11TGaniObject14startAnimationERK7TStringS2_,"TGaniObject::startAnimation(TString const&,TString const&)",TGaniObject_startAnimation_TString_const_TString_const,.text,8,4,5120,False,False,False
1446176,TGaniParam_writeString_TString_const,elf_symbol,function,_ZN10TGaniParam11writeStringERK7TString,TGaniParam::writeString(TString const&),TGaniParam_writeString_TString_const,.text,924,2,5120,False,False,False
1447100,TGaniObject_reloadAnimation_void,elf_symbol,function,_ZN11TGaniObject15reloadAnimationEv,TGaniObject::reloadAnimation(void),TGaniObject_reloadAnimation_void,.text,304,4,5120,False,False,False
1447404,TGaniObject_getSprite_void,elf_symbol,function,_ZN11TGaniObject9getSpriteEv,TGaniObject::getSprite(void),TGaniObject_getSprite_void,.text,220,4,5120,False,False,False
1447624,TGaniObject_getSpriteForAnipart_TGraalAniPart,elf_symbol,function,_ZN11TGaniObject19getSpriteForAnipartEP13TGraalAniPart,TGaniObject::getSpriteForAnipart(TGraalAniPart *),TGaniObject_getSpriteForAnipart_TGraalAniPart,.text,236,4,5120,False,False,False
1447860,TGaniObject_getSpriteForString_TString_const,elf_symbol,function,_ZN11TGaniObject18getSpriteForStringERK7TString,TGaniObject::getSpriteForString(TString const&),TGaniObject_getSpriteForString_TString_const,.text,444,4,5120,False,False,False
1448304,TGaniObject_getGaniObjectForSprite_TGraalAniSprite,elf_symbol,function,_ZN11TGaniObject22getGaniObjectForSpriteEP15TGraalAniSprite,TGaniObject::getGaniObjectForSprite(TGraalAniSprite *),TGaniObject_getGaniObjectForSprite_TGraalAniSprite,.text,152,4,5120,False,False,False
1448456,TGaniObject_drawSprite_TGraalAniSprite_float_float_int_TPlayer,elf_symbol,function,_ZN11TGaniObject10drawSpriteEP15TGraalAniSpriteffiP7TPlayer,"TGaniObject::drawSprite(TGraalAniSprite *,float,float,int,TPlayer *)",TGaniObject_drawSprite_TGraalAniSprite_float_float_int_TPlayer,.text,2124,4,5120,False,False,False
1450600,TGaniObject_drawAni_TPlayer,elf_symbol,function,_ZN11TGaniObject7drawAniEP7TPlayer,TGaniObject::drawAni(TPlayer *),TGaniObject_drawAni_TPlayer,.text,732,4,5120,False,False,False
1451336,TGaniObject_draw_TPlayer,elf_symbol,function,_ZN11TGaniObject4drawEP7TPlayer,TGaniObject::draw(TPlayer *),TGaniObject_draw_TPlayer,.text,1128,3,5120,False,False,False
1452472,TGaniObject_ganiPixelOn_int_int,elf_symbol,function,_ZN11TGaniObject11ganiPixelOnEii,"TGaniObject::ganiPixelOn(int,int)",TGaniObject_ganiPixelOn_int_int,.text,772,4,5120,False,False,False
1453244,TGaniObject_ganiTransparentOn_int_int,elf_symbol,function,_ZN11TGaniObject17ganiTransparentOnEii,"TGaniObject::ganiTransparentOn(int,int)",TGaniObject_ganiTransparentOn_int_int,.text,732,4,5120,False,False,False
1453976,TGaniObject_ganiTransparentOn_int_int_int_int,elf_symbol,function,_ZN11TGaniObject17ganiTransparentOnEiiii,"TGaniObject::ganiTransparentOn(int,int,int,int)",TGaniObject_ganiTransparentOn_int_int_int_int,.text,956,4,5120,False,False,False
1454932,TGaniObject_setFrame_int,elf_symbol,function,_ZN11TGaniObject8setFrameEi,TGaniObject::setFrame(int),TGaniObject_setFrame_int,.text,6552,4,5120,False,False,False
1461496,TGaniObject_playAnimation_void,elf_symbol,function,_ZN11TGaniObject13playAnimationEv,TGaniObject::playAnimation(void),TGaniObject_playAnimation_void,.text,1396,7,5120,False,False,False
1462892,TGaniObject_clearChatWrapped_void,elf_symbol,function,_ZN11TGaniObject16clearChatWrappedEv,TGaniObject::clearChatWrapped(void),TGaniObject_clearChatWrapped_void,.text,64,4,5120,False,False,False
1462956,TGaniObject_TGaniObject,elf_symbol,function,_ZN11TGaniObjectD2Ev,TGaniObject::~TGaniObject(),TGaniObject_TGaniObject,.text,564,9,5120,False,False,False
1463520,TGaniObject_TGaniObject__2,elf_symbol,function,_ZN11TGaniObjectD0Ev,TGaniObject::~TGaniObject(),TGaniObject_TGaniObject__2,.text,32,2,5120,False,False,False
1463552,TGaniObject_setChat_TString_const_bool,elf_symbol,function,_ZN11TGaniObject7setChatERK7TStringb,"TGaniObject::setChat(TString const&,bool)",TGaniObject_setChat_TString_const_bool,.text,92,7,5120,False,False,False
1463644,TGaniObject_getChatWrapped_TPlayer,elf_symbol,function,_ZN11TGaniObject14getChatWrappedEP7TPlayer,TGaniObject::getChatWrapped(TPlayer *),TGaniObject_getChatWrapped_TPlayer,.text,260,4,5120,False,False,False
1463904,TGaniObject_initStaticScriptVars_void,elf_symbol,function,_Z32TGaniObject_initStaticScriptVarsv,TGaniObject_initStaticScriptVars(void),TGaniObject_initStaticScriptVars_void,.text,96,4,5120,False,False,False
1464000,TLevelObject_getlocalx_void,elf_symbol,function,_ZNK12TLevelObject9getlocalxEv,TLevelObject::getlocalx(void),TLevelObject_getlocalx_void,.text,8,16,5120,False,False,False
1464008,TLevelObject_getlocaly_void,elf_symbol,function,_ZNK12TLevelObject9getlocalyEv,TLevelObject::getlocaly(void),TLevelObject_getlocaly_void,.text,8,16,5120,False,False,False
1464016,TLevelObject_setAttachedTo_TServerPlayer,elf_symbol,function,_ZN12TLevelObject13setAttachedToEP13TServerPlayer,TLevelObject::setAttachedTo(TServerPlayer *),TLevelObject_setAttachedTo_TServerPlayer,.text,8,16,5120,False,False,False
1464024,TGaniObject_onNewAnimation_void,elf_symbol,function,_ZN11TGaniObject14onNewAnimationEv,TGaniObject::onNewAnimation(void),TGaniObject_onNewAnimation_void,.text,4,6,5120,False,False,False
1464028,TGaniObject_onGaniAttributeChanged_int,elf_symbol,function,_ZN11TGaniObject22onGaniAttributeChangedEi,TGaniObject::onGaniAttributeChanged(int),TGaniObject_onGaniAttributeChanged_int,.text,4,6,5120,False,False,False
1464032,TGaniObject_onGaniStepChanged_void,elf_symbol,function,_ZN11TGaniObject17onGaniStepChangedEv,TGaniObject::onGaniStepChanged(void),TGaniObject_onGaniStepChanged_void,.text,4,6,5120,False,False,False
1464036,TGaniObject_getdir_void,elf_symbol,function,_ZN11TGaniObject6getdirEv,TGaniObject::getdir(void),TGaniObject_getdir_void,.text,8,7,5120,False,False,False
1464044,TGaniObject_setdir_int,elf_symbol,function,_ZN11TGaniObject6setdirEi,TGaniObject::setdir(int),TGaniObject_setdir_int,.text,8,6,5120,False,False,False
1464052,TGaniObject_onUpdateColors_void,elf_symbol,function,_ZN11TGaniObject14onUpdateColorsEv,TGaniObject::onUpdateColors(void),TGaniObject_onUpdateColors_void,.text,4,6,5120,False,False,False
1464056,TGaniParamProperties_TGaniParamProperties,elf_symbol,function,_ZN20TGaniParamPropertiesD2Ev,TGaniParamProperties::~TGaniParamProperties(),TGaniParamProperties_TGaniParamProperties,.text,28,4,5120,False,False,False
1464084,non_virtual_thunk_to_TGaniParamProperties_TGaniParamProperties,elf_symbol,function,_ZThn16_N20TGaniParamPropertiesD1Ev,`non-virtual thunk to'TGaniParamProperties::~TGaniParamProperties(),non_virtual_thunk_to_TGaniParamProperties_TGaniParamProperties,.text,8,2,5120,False,False,False
1464092,TGaniObjectProperties_TGaniObjectProperties,elf_symbol,function,_ZN21TGaniObjectPropertiesD2Ev,TGaniObjectProperties::~TGaniObjectProperties(),TGaniObjectProperties_TGaniObjectProperties,.text,28,4,5120,False,False,False
1464120,non_virtual_thunk_to_TGaniObjectProperties_TGaniObjectProperties,elf_symbol,function,_ZThn16_N21TGaniObjectPropertiesD1Ev,`non-virtual thunk to'TGaniObjectProperties::~TGaniObjectProperties(),non_virtual_thunk_to_TGaniObjectProperties_TGaniObjectProperties,.text,8,2,5120,False,False,False
1464128,TGaniParamProperties_TGaniParamProperties__2,elf_symbol,function,_ZN20TGaniParamPropertiesD0Ev,TGaniParamProperties::~TGaniParamProperties(),TGaniParamProperties_TGaniParamProperties__2,.text,56,3,5120,False,False,False
1464184,non_virtual_thunk_to_TGaniParamProperties_TGaniParamProperties__2,elf_symbol,function,_ZThn16_N20TGaniParamPropertiesD0Ev,`non-virtual thunk to'TGaniParamProperties::~TGaniParamProperties(),non_virtual_thunk_to_TGaniParamProperties_TGaniParamProperties__2,.text,8,2,5120,False,False,False
1464192,TGaniObjectProperties_TGaniObjectProperties__2,elf_symbol,function,_ZN21TGaniObjectPropertiesD0Ev,TGaniObjectProperties::~TGaniObjectProperties(),TGaniObjectProperties_TGaniObjectProperties__2,.text,56,3,5120,False,False,False
1464248,non_virtual_thunk_to_TGaniObjectProperties_TGaniObjectProperties__2,elf_symbol,function,_ZThn16_N21TGaniObjectPropertiesD0Ev,`non-virtual thunk to'TGaniObjectProperties::~TGaniObjectProperties(),non_virtual_thunk_to_TGaniObjectProperties_TGaniObjectProperties__2,.text,8,2,5120,False,False,False
1464256,TGaniObject_receiveEvent_script_event,elf_symbol,function,_ZN11TGaniObject12receiveEventE12script_event,TGaniObject::receiveEvent(script_event),TGaniObject_receiveEvent_script_event,.text,100,5,5120,False,False,False
1464356,TColorVar_TColorVar,elf_symbol,function,_ZN9TColorVarD2Ev,TColorVar::~TColorVar(),TColorVar_TColorVar,.text,20,3,5120,False,False,False
1464376,TColorVar_TColorVar__2,elf_symbol,function,_ZN9TColorVarD0Ev,TColorVar::~TColorVar(),TColorVar_TColorVar__2,.text,48,2,5120,False,False,False
1464424,TGaniObject_receiveEvent_TString_const_TString_const_TGraalVar,elf_symbol,function,_ZN11TGaniObject12receiveEventERK7TStringS2_P9TGraalVar,"TGaniObject::receiveEvent(TString const&,TString const&,TGraalVar *)",TGaniObject_receiveEvent_TString_const_TString_const_TGraalVar,.text,4,5,5120,False,False,False
1464428,TGaniObject_receiveEvent_TString_const,elf_symbol,function,_ZN11TGaniObject12receiveEventERK7TString,TGaniObject::receiveEvent(TString const&),TGaniObject_receiveEvent_TString_const,.text,88,5,5120,False,False,False
1464516,sub_1658C4,ida_default_sub,,,,,.text,8,1,5120,False,False,True
1464524,sub_1658CC,ida_default_sub,,,,,.text,8,1,5120,False,False,True
1464532,sub_1658D4,ida_default_sub,,,,,.text,8,1,5120,False,False,True
1464540,sub_1658DC,ida_default_sub,,,,,.text,8,1,5120,False,False,True
1464548,sub_1658E4,ida_default_sub,,,,,.text,8,1,5120,False,False,True
1464556,sub_1658EC,ida_default_sub,,,,,.text,8,1,5120,False,False,True
1464564,sub_1658F4,ida_default_sub,,,,,.text,8,1,5120,False,False,True
1464572,sub_1658FC,ida_default_sub,,,,,.text,60,1,5120,False,False,True
1464632,sub_165938,ida_default_sub,,,,,.text,12,1,5120,False,False,True
1464644,sub_165944,ida_default_sub,,,,,.text,16,1,5120,False,False,True
1464660,sub_165954,ida_default_sub,,,,,.text,8,1,5120,False,False,True
1464668,sub_16595C,ida_default_sub,,,,,.text,48,1,5120,False,False,True
1464716,TGraalAni_getLogName_void,elf_symbol,function,_ZN9TGraalAni10getLogNameEv,TGraalAni::getLogName(void),TGraalAni_getLogName_void,.text,100,2,5120,False,False,False
1464816,TGraalAniProperties_TGraalAniProperties_void,elf_symbol,function,_ZN19TGraalAniPropertiesC2Ev,TGraalAniProperties::TGraalAniProperties(void),TGraalAniProperties_TGraalAniProperties_void,.text,156,5,5120,False,False,False
1464972,TGraalAni_clear_void,elf_symbol,function,_ZN9TGraalAni5clearEv,TGraalAni::clear(void),TGraalAni_clear_void,.text,552,4,5120,False,False,False
1465524,TGraalAni_TGraalAni,elf_symbol,function,_ZN9TGraalAniD2Ev,TGraalAni::~TGraalAni(),TGraalAni_TGraalAni,.text,260,6,5120,False,False,False
1465784,TGraalAni_TGraalAni__2,elf_symbol,function,_ZN9TGraalAniD0Ev,TGraalAni::~TGraalAni(),TGraalAni_TGraalAni__2,.text,32,2,5120,False,False,False
1465816,addSpriteRectangle_TRectangle_bool_TGraalAniSprite_int_int,elf_symbol,function,_Z18addSpriteRectangleR10TRectangleRbP15TGraalAniSpriteii,"addSpriteRectangle(TRectangle &,bool &,TGraalAniSprite *,int,int)",addSpriteRectangle_TRectangle_bool_TGraalAniSprite_int_int,.text,344,4,5120,False,False,False
1466160,TGraalAni_calcMaxVisibleRectangle_void,elf_symbol,function,_ZN9TGraalAni23calcMaxVisibleRectangleEv,TGraalAni::calcMaxVisibleRectangle(void),TGraalAni_calcMaxVisibleRectangle_void,.text,328,4,5120,False,False,False
1466488,TGraalAni_getSprite_int,elf_symbol,function,_ZN9TGraalAni9getSpriteEi,TGraalAni::getSprite(int),TGraalAni_getSprite_int,.text,124,4,5120,False,False,False
1466612,TGraalAni_addOwner_TGaniObject,elf_symbol,function,_ZN9TGraalAni8addOwnerEP11TGaniObject,TGraalAni::addOwner(TGaniObject *),TGraalAni_addOwner_TGaniObject,.text,8,4,5120,False,False,False
1466620,TGraalAni_removeOwner_TGaniObject,elf_symbol,function,_ZN9TGraalAni11removeOwnerEP11TGaniObject,TGraalAni::removeOwner(TGaniObject *),TGraalAni_removeOwner_TGaniObject,.text,8,4,5120,False,False,False
1466628,getGaniCodeFilename_TString_const,elf_symbol,function,_Z19getGaniCodeFilenameRK7TString,getGaniCodeFilename(TString const&),getGaniCodeFilename_TString_const,.text,172,4,5120,False,False,False
1466800,TGraalAni_loadScriptEncrypted_void,elf_symbol,function,_ZN9TGraalAni19loadScriptEncryptedEv,TGraalAni::loadScriptEncrypted(void),TGraalAni_loadScriptEncrypted_void,.text,432,4,5120,False,False,False
1467232,TGraalAni_saveScriptEncrypted_TString_const,elf_symbol,function,_ZN9TGraalAni19saveScriptEncryptedERK7TString,TGraalAni::saveScriptEncrypted(TString const&),TGraalAni_saveScriptEncrypted_TString_const,.text,228,4,5120,False,False,False
1467460,TGraalAni_calcGaniType_void,elf_symbol,function,_ZN9TGraalAni12calcGaniTypeEv,TGraalAni::calcGaniType(void),TGraalAni_calcGaniType_void,.text,248,4,5120,False,False,False
1467708,TGraalAni_TGraalAni_TString_const,elf_symbol,function,_ZN9TGraalAniC1ERK7TString,TGraalAni::TGraalAni(TString const&),TGraalAni_TGraalAni_TString_const,.text,648,5,5120,False,False,False
1468356,TGraalAni_setCurAni_int_TString_const,elf_symbol,function,_ZN9TGraalAni9setCurAniEiRK7TString,"TGraalAni::setCurAni(int,TString const&)",TGraalAni_setCurAni_int_TString_const,.text,156,4,5120,False,False,False
1468512,TGraalAni_removeGraalAnis_void,elf_symbol,function,_ZN9TGraalAni15removeGraalAnisEv,TGraalAni::removeGraalAnis(void),TGraalAni_removeGraalAnis_void,.text,20,4,5120,False,False,False
1468532,TGraalAni_getAni_TString_const,elf_symbol,function,_ZN9TGraalAni6getAniERK7TString,TGraalAni::getAni(TString const&),TGraalAni_getAni_TString_const,.text,52,5,5120,False,False,False
1468584,TGraalAni_loadAni_TString_const_bool,elf_symbol,function,_ZN9TGraalAni7loadAniERK7TStringb,"TGraalAni::loadAni(TString const&,bool)",TGraalAni_loadAni_TString_const_bool,.text,596,4,5120,False,False,False
1469180,sub_166AFC,ida_default_sub,,,,,.text,448,1,5120,False,False,True
1469628,TGraalAni_initStaticVars_void,elf_symbol,function,_Z24TGraalAni_initStaticVarsv,TGraalAni_initStaticVars(void),TGraalAni_initStaticVars_void,.text,48,4,5120,False,False,False
1469676,TGraalAni_initStaticScriptVars_void,elf_symbol,function,_Z30TGraalAni_initStaticScriptVarsv,TGraalAni_initStaticScriptVars(void),TGraalAni_initStaticScriptVars_void,.text,68,4,5120,False,False,False
1469744,TGraalAniProperties_TGraalAniProperties,elf_symbol,function,_ZN19TGraalAniPropertiesD2Ev,TGraalAniProperties::~TGraalAniProperties(),TGraalAniProperties_TGraalAniProperties,.text,28,4,5120,False,False,False
1469772,non_virtual_thunk_to_TGraalAniProperties_TGraalAniProperties,elf_symbol,function,_ZThn16_N19TGraalAniPropertiesD1Ev,`non-virtual thunk to'TGraalAniProperties::~TGraalAniProperties(),non_virtual_thunk_to_TGraalAniProperties_TGraalAniProperties,.text,8,2,5120,False,False,False
1469780,TGraalAniProperties_TGraalAniProperties__2,elf_symbol,function,_ZN19TGraalAniPropertiesD0Ev,TGraalAniProperties::~TGraalAniProperties(),TGraalAniProperties_TGraalAniProperties__2,.text,56,3,5120,False,False,False
1469836,non_virtual_thunk_to_TGraalAniProperties_TGraalAniProperties__2,elf_symbol,function,_ZThn16_N19TGraalAniPropertiesD0Ev,`non-virtual thunk to'TGraalAniProperties::~TGraalAniProperties(),non_virtual_thunk_to_TGraalAniProperties_TGraalAniProperties__2,.text,8,2,5120,False,False,False
1469844,TGraalClientVarProperties_TGraalClientVarProperties_void,elf_symbol,function,_ZN25TGraalClientVarPropertiesC1Ev,TGraalClientVarProperties::TGraalClientVarProperties(void),TGraalClientVarProperties_TGraalClientVarProperties_void,.text,144,5,5120,False,False,False
1469988,TGraalClientVar_TGraalClientVar_TString_const,elf_symbol,function,_ZN15TGraalClientVarC2ERK7TString,TGraalClientVar::TGraalClientVar(TString const&),TGraalClientVar_TGraalClientVar_TString_const,.text,64,5,5120,False,False,False
1470052,TGraalClientVar_createChild_TString_const,elf_symbol,function,_ZN15TGraalClientVar11createChildERK7TString,TGraalClientVar::createChild(TString const&),TGraalClientVar_createChild_TString_const,.text,132,2,5120,False,False,False
1470184,TGraalClientVar_send_void,elf_symbol,function,_ZN15TGraalClientVar4sendEv,TGraalClientVar::send(void),TGraalClientVar_send_void,.text,400,4,5120,False,False,False
1470584,TGraalClientVar_writeFloat_double,elf_symbol,function,_ZN15TGraalClientVar10writeFloatEd,TGraalClientVar::writeFloat(double),TGraalClientVar_writeFloat_double,.text,68,2,5120,False,False,False
1470652,TGraalClientVar_writeFloatDontSend_double,elf_symbol,function,_ZN15TGraalClientVar18writeFloatDontSendEd,TGraalClientVar::writeFloatDontSend(double),TGraalClientVar_writeFloatDontSend_double,.text,4,4,5120,False,False,False
1470656,TGraalClientVar_writeString_TString_const,elf_symbol,function,_ZN15TGraalClientVar11writeStringERK7TString,TGraalClientVar::writeString(TString const&),TGraalClientVar_writeString_TString_const,.text,100,2,5120,False,False,False
1470756,TGraalClientVar_writeStringDontSend_TString_const,elf_symbol,function,_ZN15TGraalClientVar19writeStringDontSendERK7TString,TGraalClientVar::writeStringDontSend(TString const&),TGraalClientVar_writeStringDontSend_TString_const,.text,4,4,5120,False,False,False
1470760,TGraalClientVar_writeObject_TGraalVar,elf_symbol,function,_ZN15TGraalClientVar11writeObjectEP9TGraalVar,TGraalClientVar::writeObject(TGraalVar *),TGraalClientVar_writeObject_TGraalVar,.text,32,2,5120,False,False,False
